Coin Rank,Coin Name,Coin Code,Price,1h Change,24h Change,Market Cap,Volume,Circulating Supply,Extraction Time
17,Stellar,XLM,$0.4284,0.62%,-0.83%,"$12,926,440,987","$455,288,940","30,177,015,465 XLM",2024-12-15 11:46:21
18,Hedera,HBAR,$0.2908,0.23%,-3.28%,"$11,120,818,095","$620,272,140","38,238,361,609 HBAR",2024-12-15 11:46:21
19,Bitcoin Cash,BCH,$538.86,1.26%,0.05%,"$10,670,511,902","$419,544,770","19,802,134 BCH",2024-12-15 11:46:21
20,Uniswap,UNI,$16.56,0.18%,-3.59%,"$9,943,869,151","$602,865,999","600,483,074 UNI",2024-12-15 11:46:21
21,Pepe,PEPE,$0.00002326,-0.02%,-2.20%,"$9,784,310,580","$1,616,614,818","420,689,899,999,995 PEPE",2024-12-15 11:46:21
22,Litecoin,LTC,$117.28,0.66%,-4.33%,"$8,831,869,226","$775,542,939","75,308,343 LTC",2024-12-15 11:46:21
23,UNUS SED LEO,LEO,$9.35,-0.24%,-0.58%,"$8,641,710,832","$291,134","924,520,805 LEO",2024-12-15 11:46:21
24,NEAR Protocol,NEAR,$6.62,0.08%,-2.72%,"$8,067,512,726","$341,698,144","1,217,906,155 NEAR",2024-12-15 11:46:21
25,Aptos,APT,$13.31,-0.33%,-5.02%,"$7,384,622,616","$337,369,906","555,003,578 APT",2024-12-15 11:46:21
26,Internet Computer,ICP,$12.80,0.26%,-3.31%,"$6,092,371,957","$188,301,655","475,879,963 ICP",2024-12-15 11:46:21
27,Ethena USDe,USDe,$1.00,-0.01%,-0.02%,"$5,834,148,317","$76,361,920","5,828,782,772 USDe",2024-12-15 11:46:21
28,Aave,AAVE,$361.40,-0.46%,-6.73%,"$5,426,056,136","$1,000,447,439","15,013,900 AAVE",2024-12-15 11:46:21
29,Dai,DAI,$0.9999,-0.01%,0.00%,"$5,364,806,101","$103,694,421","5,365,382,703 DAI",2024-12-15 11:46:21
30,POL (ex-MATIC),POL,$0.5989,0.57%,-2.17%,"$5,008,788,915","$235,570,928","8,362,819,468 POL",2024-12-15 11:46:21
31,Ethereum Classic,ETC,$32.67,0.03%,-2.38%,"$4,899,508,317","$361,011,179","149,952,673 ETC",2024-12-15 11:46:21
32,Cronos,CRO,$0.1798,0.51%,-0.87%,"$4,776,598,288","$37,095,215","26,571,560,696 CRO",2024-12-15 11:46:21
33,Render,RENDER,$9.04,-0.06%,-1.72%,"$4,679,482,269","$440,473,060","517,690,759 RENDER",2024-12-15 11:46:21
34,VeChain,VET,$0.05664,0.69%,-3.12%,"$4,587,151,987","$102,447,517","80,985,041,177 VET",2024-12-15 11:46:21
35,Artificial Superintelligence Alliance,FET,$1.71,0.71%,-3.09%,"$4,175,949,165","$282,533,846","2,436,109,048 FET",2024-12-15 11:46:21
36,Bitget Token,BGB,$2.96,-2.22%,-6.98%,"$4,149,508,121","$198,183,134","1,400,000,000 BGB",2024-12-15 11:46:21
37,Bittensor,TAO,$557.58,0.62%,-3.86%,"$4,115,454,260","$249,508,636","7,380,936 TAO",2024-12-15 11:46:21
38,Mantle,MNT,$1.21,0.59%,-1.09%,"$4,090,266,471","$108,388,687","3,366,841,708 MNT",2024-12-15 11:46:21
39,Arbitrum,ARB,$0.9789,0.22%,-4.29%,"$4,010,917,100","$481,167,326","4,097,359,817 ARB",2024-12-15 11:46:21
40,Filecoin,FIL,$6.51,0.43%,-2.77%,"$3,978,201,300","$296,323,127","611,217,056 FIL",2024-12-15 11:46:21
41,Kaspa,KAS,$0.1554,0.10%,-1.93%,"$3,940,428,025","$131,649,026","25,358,271,276 KAS",2024-12-15 11:46:21
42,Monero,XMR,$211.30,1.18%,-0.56%,"$3,897,854,433","$101,643,009","18,446,744 XMR",2024-12-15 11:46:21
43,MANTRA,OM,$3.84,0.01%,-4.53%,"$3,625,226,591","$76,989,295","945,157,755 OM",2024-12-15 11:46:21
44,Fantom,FTM,$1.25,-0.68%,-2.10%,"$3,493,885,001","$316,051,283","2,803,634,836 FTM",2024-12-15 11:46:21
45,Algorand,ALGO,$0.4188,0.04%,-1.57%,"$3,483,997,134","$263,087,845","8,318,396,462 ALGO",2024-12-15 11:46:21
46,Cosmos,ATOM,$8.88,0.62%,-2.53%,"$3,471,008,059","$275,134,530","390,934,204 ATOM",2024-12-15 11:46:21
47,Stacks,STX,$2.29,1.06%,0.17%,"$3,449,788,103","$156,608,190","1,504,864,627 STX",2024-12-15 11:46:21
48,Ethena,ENA,$1.17,1.15%,16.70%,"$3,426,309,592","$1,003,658,119","2,937,500,000 ENA",2024-12-15 11:46:21
49,OKB,OKB,$53.55,0.36%,-2.60%,"$3,213,076,363","$3,579,610","60,000,000 OKB",2024-12-15 11:46:21
50,Celestia,TIA,$6.79,0.00%,-2.21%,"$3,074,626,834","$150,492,536","452,723,369 TIA",2024-12-15 11:46:21
51,Optimism,OP,$2.44,0.23%,-7.40%,"$3,059,251,128","$422,248,853","1,255,070,491 OP",2024-12-15 11:46:21
52,Immutable,IMX,$1.79,0.42%,-5.66%,"$3,041,814,959","$85,741,800","1,694,765,880 IMX",2024-12-15 11:46:21
53,dogwifhat,WIF,$2.82,1.12%,-2.75%,"$2,819,405,103","$328,243,990","998,844,837 WIF",2024-12-15 11:46:21
54,Bonk,BONK,$0.00003587,0.13%,-5.22%,"$2,714,726,783","$262,117,318","75,687,873,808,255 BONK",2024-12-15 11:46:21
55,Injective,INJ,$27.18,-0.01%,-4.31%,"$2,689,992,624","$119,770,610","98,970,935 INJ",2024-12-15 11:46:21
56,Theta Network,THETA,$2.64,1.69%,-1.98%,"$2,642,754,217","$54,610,607","1,000,000,000 THETA",2024-12-15 11:46:21
57,The Graph,GRT,$0.2733,0.51%,-2.50%,"$2,609,538,630","$91,865,674","9,548,531,509 GRT",2024-12-15 11:46:21
58,Ondo,ONDO,$1.83,1.21%,-3.28%,"$2,542,882,639","$248,203,227","1,389,759,838 ONDO",2024-12-15 11:46:21
59,Sei,SEI,$0.5716,0.40%,-4.78%,"$2,405,189,239","$223,211,578","4,207,777,777 SEI",2024-12-15 11:46:21
60,Virtuals Protocol,VIRTUAL,$2.38,1.26%,-7.71%,"$2,380,603,304","$196,634,262","1,000,000,000 VIRTUAL",2024-12-15 11:46:21
61,Worldcoin,WLD,$2.93,-0.38%,-3.51%,"$2,269,662,097","$343,885,353","774,345,118 WLD",2024-12-15 11:46:21
62,FLOKI,FLOKI,$0.0002261,0.03%,-5.25%,"$2,170,052,247","$1,184,691,795","9,598,342,255,064 FLOKI",2024-12-15 11:46:21
63,JasmyCoin,JASMY,$0.04354,0.41%,-2.02%,"$2,150,500,370","$219,505,197","49,394,999,677 JASMY",2024-12-15 11:46:21
64,THORChain,RUNE,$6.24,0.68%,-1.60%,"$2,144,167,031","$224,566,862","343,766,425 RUNE",2024-12-15 11:46:21
65,First Digital USD,FDUSD,$0.9998,0.04%,-0.27%,"$2,032,382,605","$4,827,262,017","2,032,769,625 FDUSD",2024-12-15 11:46:21
66,Lido DAO,LDO,$2.21,1.43%,-3.17%,"$1,981,830,457","$275,653,647","896,268,511 LDO",2024-12-15 11:46:21
67,Gala,GALA,$0.04938,0.11%,-1.97%,"$1,804,656,237","$249,997,693","36,545,133,276 GALA",2024-12-15 11:46:21
68,The Sandbox,SAND,$0.7282,0.53%,-4.14%,"$1,769,671,949","$335,728,082","2,430,232,126 SAND",2024-12-15 11:46:21
69,Kaia,KAIA,$0.2973,0.25%,3.72%,"$1,752,345,858","$185,590,175","5,894,325,469 KAIA",2024-12-15 11:46:21
70,Maker,MKR,"$1,925.88",0.23%,-5.58%,"$1,715,734,667","$115,733,406","890,884 MKR",2024-12-15 11:46:21
71,Beam,BEAM,$0.03413,0.12%,-3.83%,"$1,688,113,908","$51,527,950","49,466,004,168 BEAM",2024-12-15 11:46:21
72,Flare,FLR,$0.03033,0.59%,-4.25%,"$1,660,556,750","$16,565,875","54,748,784,097 FLR",2024-12-15 11:46:21
73,Brett (Based),BRETT,$0.1652,0.11%,-6.25%,"$1,636,690,318","$53,665,759","9,910,236,395 BRETT",2024-12-15 11:46:21
74,Quant,QNT,$134.57,-0.21%,-4.93%,"$1,624,627,878","$28,576,574","12,072,738 QNT",2024-12-15 11:46:21
75,EOS,EOS,$1.06,1.35%,-1.66%,"$1,622,104,632","$228,776,034","1,533,765,961 EOS",2024-12-15 11:46:21
76,Helium,HNT,$9.20,-0.98%,10.61%,"$1,607,800,527","$102,258,885","174,845,606 HNT",2024-12-15 11:46:21
77,KuCoin Token,KCS,$13.23,0.45%,-1.85%,"$1,590,060,556","$1,480,113","120,225,681 KCS",2024-12-15 11:46:21
78,Pyth Network,PYTH,$0.429,0.47%,-3.87%,"$1,555,205,087","$107,925,537","3,624,988,786 PYTH",2024-12-15 11:46:21
79,Ethereum Name Service,ENS,$44.02,0.59%,3.39%,"$1,547,145,137","$546,384,486","35,144,092 ENS",2024-12-15 11:46:21
80,Raydium,RAY,$5.21,0.30%,-6.18%,"$1,514,567,911","$118,635,802","290,912,824 RAY",2024-12-15 11:46:21
81,Jupiter,JUP,$1.07,0.32%,-3.13%,"$1,446,751,832","$98,488,059","1,350,000,000 JUP",2024-12-15 11:46:21
82,Flow,FLOW,$0.9319,0.44%,-4.12%,"$1,445,019,749","$76,867,823","1,550,566,852 FLOW",2024-12-15 11:46:21
83,Tezos,XTZ,$1.42,1.09%,-2.37%,"$1,445,108,123","$68,140,774","1,018,657,654 XTZ",2024-12-15 11:46:21
84,Arweave,AR,$21.60,0.30%,-3.35%,"$1,418,015,689","$102,811,213","65,652,466 AR",2024-12-15 11:46:21
85,Curve DAO Token,CRV,$1.13,-0.13%,-10.30%,"$1,414,347,859","$547,561,630","1,252,501,436 CRV",2024-12-15 11:46:21
86,Aerodrome Finance,AERO,$1.98,-0.18%,-3.78%,"$1,407,142,688","$56,752,581","710,164,524 AERO",2024-12-15 11:46:21
87,Starknet,STRK,$0.6193,0.43%,-3.56%,"$1,399,133,007","$108,178,264","2,259,283,720 STRK",2024-12-15 11:46:21
88,IOTA,IOTA,$0.3892,0.93%,-3.58%,"$1,383,500,086","$50,106,382","3,554,846,536 IOTA",2024-12-15 11:46:21
89,Movement,MOVE,$0.6132,0.53%,-2.80%,"$1,379,715,469","$329,429,414","2,250,000,000 MOVE",2024-12-15 11:46:21
90,dYdX (Native),DYDX,$2.05,0.19%,-4.17%,"$1,320,853,683","$75,117,676","643,931,707 DYDX",2024-12-15 11:46:21
91,MultiversX,EGLD,$46.95,1.95%,-0.94%,"$1,298,482,566","$61,723,256","27,654,822 EGLD",2024-12-15 11:46:21
92,Bitcoin SV,BSV,$65.03,0.55%,-1.80%,"$1,287,435,152","$65,202,488","19,797,563 BSV",2024-12-15 11:46:21
93,Core,CORE,$1.36,-0.48%,-5.12%,"$1,263,107,734","$65,570,620","928,966,820 CORE",2024-12-15 11:46:21
94,BitTorrent [New],BTT,$0.051302,0.31%,-2.77%,"$1,260,232,960","$32,200,894","968,246,428,571,000 BTT",2024-12-15 11:46:21
95,Neo,NEO,$17.80,0.85%,-2.46%,"$1,255,378,430","$50,369,454","70,538,831 NEO",2024-12-15 11:46:21
96,AIOZ Network,AIOZ,$1.08,0.93%,-3.10%,"$1,232,008,946","$14,710,691","1,143,624,849 AIOZ",2024-12-15 11:46:21
97,GateToken,GT,$13.45,0.42%,1.04%,"$1,193,006,462","$8,966,139","88,721,911 GT",2024-12-15 11:46:21
98,Decentraland,MANA,$0.6102,0.56%,-2.75%,"$1,185,201,471","$128,392,469","1,942,255,184 MANA",2024-12-15 11:46:21
99,Axie Infinity,AXS,$7.55,0.62%,-2.89%,"$1,176,395,089","$99,237,921","155,801,522 AXS",2024-12-15 11:46:21
100,XDC Network,XDC,$0.07878,0.11%,-4.70%,"$1,176,411,785","$31,642,552","14,932,919,360 XDC",2024-12-15 11:46:21
101,Polygon,MATIC,$0.5982,0.65%,-2.22%,"$1,170,723,248","$5,566,467","1,957,201,129 MATIC",2024-12-15 11:46:33
102,ApeCoin,APE,$1.53,0.54%,-3.73%,"$1,155,098,726","$175,315,789","752,651,515 APE",2024-12-15 11:46:33
103,Mog Coin,MOG,$0.052943,0.58%,-2.93%,"$1,149,529,344","$35,319,290","390,567,526,433,217 MOG",2024-12-15 11:46:33
104,Peanut the Squirrel,PNUT,$1.14,0.67%,-4.17%,"$1,144,531,815","$364,207,558","999,854,823 PNUT",2024-12-15 11:46:33
105,Popcat (SOL),POPCAT,$1.11,0.02%,-4.83%,"$1,084,457,046","$121,115,612","979,973,185 POPCAT",2024-12-15 11:46:33
106,Chiliz,CHZ,$0.1099,0.59%,-2.93%,"$1,011,601,964","$125,701,230","9,206,791,217 CHZ",2024-12-15 11:46:33
107,EigenLayer,EIGEN,$4.71,0.59%,-1.09%,"$992,263,455","$164,293,912","210,808,570 EIGEN",2024-12-15 11:46:33
108,Synthetix,SNX,$2.92,0.81%,-7.24%,"$990,493,950","$69,538,113","339,466,217 SNX",2024-12-15 11:46:33
109,SuperVerse,SUPER,$2.01,-0.06%,-1.48%,"$981,082,615","$31,043,789","488,035,093 SUPER",2024-12-15 11:46:33
110,Mina,MINA,$0.8203,1.14%,-2.90%,"$979,476,881","$105,511,857","1,194,115,738 MINA",2024-12-15 11:46:33
111,Conflux,CFX,$0.2045,0.40%,-3.86%,"$966,457,988","$81,861,180","4,725,532,193 CFX",2024-12-15 11:46:33
112,Pendle,PENDLE,$5.86,0.85%,-0.19%,"$965,882,805","$44,567,856","164,773,459 PENDLE",2024-12-15 11:46:33
113,Nexo,NEXO,$1.47,0.27%,0.50%,"$949,138,890","$7,996,774","646,145,840 NEXO",2024-12-15 11:46:33
114,Zcash,ZEC,$57.61,0.24%,-2.51%,"$940,727,868","$120,264,658","16,328,269 ZEC",2024-12-15 11:46:33
115,Compound,COMP,$105.47,-0.20%,-3.43%,"$933,293,321","$79,310,276","8,848,704 COMP",2024-12-15 11:46:33
116,PancakeSwap,CAKE,$3.23,0.73%,-4.09%,"$932,888,239","$130,558,993","288,916,808 CAKE",2024-12-15 11:46:33
117,Akash Network,AKT,$3.76,0.32%,-3.05%,"$932,431,203","$9,958,219","248,285,795 AKT",2024-12-15 11:46:33
118,Wormhole,W,$0.3357,3.24%,4.04%,"$931,066,902","$130,344,123","2,773,552,635 W",2024-12-15 11:46:33
119,FTX Token,FTT,$2.76,-1.35%,-2.52%,"$906,626,694","$30,913,098","328,895,104 FTT",2024-12-15 11:46:33
120,eCash,XEC,$0.0000433,0.37%,-3.06%,"$857,170,756","$44,562,300","19,797,960,922,584 XEC",2024-12-15 11:46:33
121,Grass,GRASS,$3.40,4.19%,1.92%,"$830,155,851","$134,888,520","243,905,091 GRASS",2024-12-15 11:46:33
122,ZKsync,ZK,$0.2233,0.37%,-2.71%,"$820,564,542","$94,238,701","3,675,000,000 ZK",2024-12-15 11:46:33
123,Notcoin,NOT,$0.007877,0.23%,-2.81%,"$807,045,171","$109,974,435","102,456,957,534 NOT",2024-12-15 11:46:33
124,Amp,AMP,$0.009891,-0.62%,4.33%,"$798,455,222","$165,583,112","80,722,602,040 AMP",2024-12-15 11:46:33
125,Axelar,AXL,$0.907,0.63%,-1.79%,"$792,685,377","$18,898,607","873,933,836 AXL",2024-12-15 11:46:33
126,Blur,BLUR,$0.3798,0.32%,-10.37%,"$787,157,690","$156,101,599","2,072,428,877 BLUR",2024-12-15 11:46:33
127,Ronin,RON,$2.12,0.00%,-3.81%,"$785,888,488","$21,557,921","370,212,250 RON",2024-12-15 11:46:33
128,Goatseus Maximus,GOAT,$0.7786,0.26%,-15.19%,"$778,604,093","$293,346,826","999,996,557 GOAT",2024-12-15 11:46:33
129,Oasis,ROSE,$0.1075,0.64%,-3.20%,"$759,511,737","$59,317,271","7,064,132,681 ROSE",2024-12-15 11:46:33
130,Terra Classic,LUNC,$0.0001351,3.70%,2.01%,"$744,867,028","$77,885,134","5,513,408,137,379 LUNC",2024-12-15 11:46:33
131,USDD,USDD,$0.9997,0.10%,0.02%,"$743,824,112","$1,963,753","744,013,273 USDD",2024-12-15 11:46:33
132,Gnosis,GNO,$283.12,0.06%,-2.08%,"$733,155,105","$6,514,791","2,589,588 GNO",2024-12-15 11:46:33
133,ORDI,ORDI,$34.83,0.21%,-2.92%,"$731,518,014","$167,649,473","21,000,000 ORDI",2024-12-15 11:46:33
134,Reserve Rights,RSR,$0.01365,0.08%,-5.11%,"$729,821,425","$56,184,089","53,473,336,211 RSR",2024-12-15 11:46:33
135,Turbo,TURBO,$0.01112,0.32%,-1.59%,"$725,995,029","$175,872,295","65,300,000,000 TURBO",2024-12-15 11:46:33
136,LayerZero,ZRO,$6.32,0.45%,-1.98%,"$695,648,037","$114,593,436","110,000,000 ZRO",2024-12-15 11:46:33
137,Baby Doge Coin,BabyDoge,$0.084311,0.45%,-7.20%,"$695,489,036","$204,029,623","161,290,487,874,700,128 BabyDoge",2024-12-15 11:46:33
138,cat in a dogs world,MEW,$0.007736,0.15%,-3.38%,"$687,639,588","$57,070,177","88,888,888,888 MEW",2024-12-15 11:46:33
139,Neiro (First Neiro On Ethereum),NEIRO,$0.001604,-0.08%,-3.48%,"$674,719,249","$219,647,576","420,682,679,987 NEIRO",2024-12-15 11:46:33
140,1inch Network,1INCH,$0.4751,0.29%,-3.86%,"$663,618,442","$70,795,882","1,396,883,733 1INCH",2024-12-15 11:46:33
141,Tether Gold,XAUt,"$2,665.22",-0.02%,0.35%,"$657,041,113","$4,977,927","246,524 XAUt",2024-12-15 11:46:33
142,Nervos Network,CKB,$0.01372,0.69%,-3.32%,"$624,966,473","$58,141,869","45,551,816,394 CKB",2024-12-15 11:46:33
143,SPX6900,SPX,$0.671,-0.19%,-9.05%,"$624,741,349","$32,969,211","930,993,090 SPX",2024-12-15 11:46:33
144,Kava,KAVA,$0.5617,0.82%,-2.61%,"$608,197,944","$22,420,825","1,082,853,872 KAVA",2024-12-15 11:46:33
145,Kusama,KSM,$37.36,0.22%,-2.75%,"$592,002,363","$30,432,156","15,847,640 KSM",2024-12-15 11:46:33
146,Livepeer,LPT,$16.18,0.28%,-2.99%,"$591,511,158","$60,886,514","36,566,391 LPT",2024-12-15 11:46:33
147,Convex Finance,CVX,$6.03,-0.27%,-12.28%,"$584,247,577","$60,428,780","96,888,837 CVX",2024-12-15 11:46:33
148,Gigachad,GIGA,$0.06256,-1.37%,-4.58%,"$581,931,887","$13,705,995","9,302,411,888 GIGA",2024-12-15 11:46:33
149,APENFT,NFT,$0.065774,0.60%,-3.31%,"$577,363,881","$34,711,472","999,990,000,000,000 NFT",2024-12-15 11:46:33
150,Safe,SAFE,$1.22,0.27%,-3.82%,"$567,844,018","$24,738,744","463,757,969 SAFE",2024-12-15 11:46:33
151,Creditcoin,CTC,$1.38,0.55%,0.43%,"$566,670,444","$88,779,626","412,084,779 CTC",2024-12-15 11:46:33
152,Theta Fuel,TFUEL,$0.08343,0.20%,4.45%,"$565,488,289","$13,553,203","6,777,895,035 TFUEL",2024-12-15 11:46:33
153,SushiSwap,SUSHI,$2.14,0.09%,-3.83%,"$562,829,887","$182,089,079","262,585,507 SUSHI",2024-12-15 11:46:33
154,DeXe,DEXE,$9.77,0.33%,-1.35%,"$557,920,042","$2,388,610","57,103,740 DEXE",2024-12-15 11:46:33
155,BOOK OF MEME,BOME,$0.008052,0.13%,-2.31%,"$555,234,759","$177,183,617","68,956,958,356 BOME",2024-12-15 11:46:33
156,Trust Wallet Token,TWT,$1.33,0.37%,-2.62%,"$553,402,939","$16,138,520","416,649,900 TWT",2024-12-15 11:46:33
157,Astar,ASTR,$0.07415,1.44%,-3.88%,"$550,934,717","$39,995,648","7,430,006,098 ASTR",2024-12-15 11:46:33
158,ether.fi,ETHFI,$2.63,-0.38%,-0.28%,"$549,714,040","$172,331,419","209,032,899 ETHFI",2024-12-15 11:46:33
159,Dash,DASH,$45.22,0.48%,-4.93%,"$545,625,218","$93,032,526","12,066,957 DASH",2024-12-15 11:46:33
160,Holo,HOT,$0.003075,0.90%,-3.57%,"$537,367,420","$19,601,164","174,747,454,215 HOT",2024-12-15 11:46:33
161,PAX Gold,PAXG,"$2,654.77",0.02%,-0.27%,"$526,614,155","$6,722,212","198,365 PAXG",2024-12-15 11:46:33
162,Enjin Coin,ENJ,$0.293,0.07%,-6.15%,"$521,852,579","$38,883,399","1,781,273,313 ENJ",2024-12-15 11:46:33
163,WOO,WOO,$0.2791,1.13%,-2.28%,"$519,602,276","$19,525,569","1,861,547,795 WOO",2024-12-15 11:46:33
164,Zilliqa,ZIL,$0.02673,0.61%,-4.55%,"$515,279,027","$43,838,071","19,279,298,889 ZIL",2024-12-15 11:46:33
165,0x Protocol,ZRX,$0.6051,0.20%,-5.19%,"$513,367,023","$78,225,838","848,396,563 ZRX",2024-12-15 11:46:33
166,Act I : The AI Prophecy,ACT,$0.5382,0.13%,-7.56%,"$510,300,929","$326,595,758","948,246,433 ACT",2024-12-15 11:46:33
167,Magic Eden,ME,$3.86,0.24%,-6.85%,"$506,311,536","$384,172,856","131,246,200 ME",2024-12-15 11:46:33
168,io.net,IO,$4.02,1.01%,-2.70%,"$504,649,373","$151,870,058","125,631,683 IO",2024-12-15 11:46:33
169,Echelon Prime,PRIME,$14.07,0.77%,-1.41%,"$503,279,534","$10,855,434","35,773,841 PRIME",2024-12-15 11:46:33
170,GMT,GMT,$0.1917,0.32%,-3.36%,"$502,267,487","$31,690,445","2,619,469,850 GMT",2024-12-15 11:46:33
171,TrueUSD,TUSD,$1.00,0.01%,0.03%,"$497,872,436","$52,852,279","495,601,553 TUSD",2024-12-15 11:46:33
172,PayPal USD,PYUSD,$0.9995,-0.01%,-0.04%,"$491,178,422","$5,979,934","491,435,585 PYUSD",2024-12-15 11:46:33
173,Jito,JTO,$3.66,0.33%,-3.34%,"$482,142,558","$63,737,495","131,857,502 JTO",2024-12-15 11:46:33
174,SATS (Ordinals),SATS,$0.062277,0.78%,-1.50%,"$478,237,346","$61,868,713","2,100,000,000,000,000 SATS",2024-12-15 11:46:33
175,Harmony,ONE,$0.03229,0.21%,-3.89%,"$462,462,348","$22,102,428","14,320,155,483 ONE",2024-12-15 11:46:33
176,Celo,CELO,$0.8131,0.56%,-3.57%,"$452,664,210","$66,789,096","556,692,051 CELO",2024-12-15 11:46:33
177,OriginTrail,TRAC,$1.09,-0.29%,-2.02%,"$452,574,631","$4,423,843","414,995,032 TRAC",2024-12-15 11:46:33
178,Arkham,ARKM,$2.00,0.35%,-1.88%,"$449,811,983","$74,569,282","225,100,000 ARKM",2024-12-15 11:46:33
179,Ankr,ANKR,$0.04475,-0.00%,-3.72%,"$447,476,094","$17,392,053","10,000,000,000 ANKR",2024-12-15 11:46:33
180,WEMIX,WEMIX,$1.08,0.64%,-2.02%,"$445,963,854","$2,876,221","414,482,031 WEMIX",2024-12-15 11:46:33
181,dYdX (ethDYDX),ETHDYDX,$2.05,0.32%,-4.11%,"$443,184,701","$66,274,989","216,059,764 ETHDYDX",2024-12-15 11:46:33
182,Dymension,DYM,$2.02,-0.46%,-6.61%,"$441,089,648","$525,626,510","218,700,211 DYM",2024-12-15 11:46:33
183,Memecoin,MEME,$0.01323,-0.32%,-3.99%,"$438,546,799","$83,718,061","33,146,569,258 MEME",2024-12-15 11:46:33
184,EthereumPoW,ETHW,$4.05,0.42%,-4.10%,"$436,951,556","$21,215,337","107,818,999 ETHW",2024-12-15 11:46:33
185,IoTeX,IOTX,$0.04606,0.40%,-2.53%,"$434,856,852","$13,899,778","9,441,369,057 IOTX",2024-12-15 11:46:33
186,Aevo,AEVO,$0.4792,0.04%,-3.28%,"$431,433,176","$87,431,650","900,355,020 AEVO",2024-12-15 11:46:33
187,JUST,JST,$0.04348,0.39%,-4.31%,"$430,414,784","$39,362,824","9,900,000,000 JST",2024-12-15 11:46:33
188,Osmosis,OSMO,$0.6102,0.32%,-5.47%,"$426,808,418","$17,544,167","699,443,636 OSMO",2024-12-15 11:46:33
189,Basic Attention Token,BAT,$0.2799,0.74%,-3.50%,"$418,593,648","$21,447,898","1,495,658,357 BAT",2024-12-15 11:46:33
190,Golem,GLM,$0.4141,0.31%,-3.29%,"$414,101,711","$11,151,507","1,000,000,000 GLM",2024-12-15 11:46:33
191,Qtum,QTUM,$3.92,0.25%,-3.22%,"$413,577,246","$50,544,681","105,439,940 QTUM",2024-12-15 11:46:33
192,SPACE ID,ID,$0.5149,0.62%,-3.26%,"$409,886,189","$29,279,299","796,057,181 ID",2024-12-15 11:46:33
193,Aethir,ATH,$0.07787,0.35%,-3.29%,"$406,316,402","$35,157,384","5,217,818,110 ATH",2024-12-15 11:46:33
194,ZetaChain,ZETA,$0.7025,0.23%,-4.94%,"$404,739,244","$33,500,438","576,114,583 ZETA",2024-12-15 11:46:33
195,Manta Network,MANTA,$1.05,0.31%,-5.55%,"$402,546,898","$77,759,566","384,500,457 MANTA",2024-12-15 11:46:33
196,Bitcoin Gold,BTG,$22.40,0.79%,1.46%,"$392,259,989","$77,499,908","17,513,924 BTG",2024-12-15 11:46:33
197,Kadena,KDA,$1.31,1.07%,-2.33%,"$390,409,867","$22,295,575","298,406,682 KDA",2024-12-15 11:46:33
198,Terra,LUNA,$0.5491,2.09%,-1.83%,"$389,852,383","$49,696,133","709,984,439 LUNA",2024-12-15 11:46:33
